,id,title,vote_average,overview
545,1895,Star Wars: Episode III - Revenge of the Sith,7.1,year onset clone war noble jedi knight lead massive clone army galaxy wide battle separatist sinister sith unveil thousand year old plot rule galaxy republic crumbles ash rise evil galactic empire jedi hero anakin skywalker seduced dark side force become emperor new apprentice darth vader jedi decimated obi wan kenobi jedi master yoda forced hiding hope galaxy anakin offspring twin child born secrecy grow become hero
546,425,Ice Age,7.1,impending ice age almost upon mismatched trio prehistoric critter manny woolly mammoth diego saber toothed tiger sid giant sloth find orphaned infant decide return human parent along way unlikely ally become friend enemy attack quest take far nobler aim
547,51876,Limitless,7.1,paranoia fueled action thriller unsuccessful writer whose life transformed top secret smart drug allows use brain become perfect version enhanced ability soon attract shadowy force threaten new life darkly comic provocative film
548,37799,The Social Network,7.1,fall night harvard undergrad computer programming genius mark zuckerberg sits computer heatedly begin working new idea fury blogging programming begin dorm room small site among friend soon becomes global social network revolution communication mere six year million friend later mark zuckerberg youngest billionaire history entrepreneur success lead personal legal complication
549,68734,Argo,7.1,iranian revolution reach boiling point cia exfiltration specialist concocts risky plan free six american found shelter home canadian ambassador
550,177677,Mission: Impossible - Rogue Nation,7.1,ethan team take impossible mission yet eradicating syndicate international rogue organization highly skilled committed destroying imf
551,156022,The Equalizer,7.1,equalizer denzel washington play mccall man belief put mysterious past behind dedicated beginning new quiet life mccall meet teri chlo grace moretz young girl control ultra violent russian gangster stand idly help armed hidden skill allow serve vengeance anyone would brutalize helpless mccall come self imposed retirement find desire justice reawakened someone problem odds stacked nowhere else turn mccall help equalizer
552,196,Back to the Future Part III,7.1,final installment back future trilogy find marty digging trusty delorean mineshaft looking doc wild west time machine break traveler stranded land spur problem arise doc fall pretty schoolteacher clara clayton marty tangle buford tannen
553,87,Indiana Jones and the Temple of Doom,7.1,arriving india indiana jones asked desperate village find mystical stone agrees stumble upon secret cult plotting terrible plan catacomb ancient palace
554,45612,Source Code,7.1,decorated soldier captain colter stevens wake body unknown man discovering involved mission find bomber chicago commuter train learns part top secret experimental program enables experience final minute another person life colter life train incident gathering clue time discover responsible attack next one happens
555,180,Minority Report,7.1,john anderton top precrime cop late st century technology predict crime committed anderton becomes quarry another investigator target murder charge
556,51497,Fast Five,7.1,former cop brian conner partner ex con dom toretto opposite side law since brian mia toretto broke dom custody blown across many border elude authority backed corner rio de janeiro must pull one last job order gain freedom
557,771,Home Alone,7.1,eight year old kevin mccallister make situation family unwittingly leaf behind go christmas vacation pair bungling burglar set sight kevin house plucky kid stand ready defend territory planting booby trap galore adorably mischievous kevin stand ground frantic mother attempt race home
558,203801,The Man from U.N.C.L.E.,7.1,height cold war mysterious criminal organization plan use nuclear weapon technology upset fragile balance power united state soviet union cia agent napoleon solo kgb agent illya kuryakin forced put aside hostility work together stop evildoer track duo lead daughter missing german scientist must find soon prevent global catastrophe
559,328387,Nerve,7.1,industrious high school senior vee delmonico living life sideline pressured friend join popular online game nerve vee decides sign one dare seems like harmless fun find caught thrill adrenaline fueled competition partnered mysterious stranger game begin take sinister turn increasingly dangerous act leading high stake finale determine entire future
560,81188,Rise of the Guardians,7.1,evil spirit known pitch lay gauntlet take world immortal guardian must join force first time protect hope belief imagination child world
561,594,The Terminal,7.1,viktor navorski man without country plane took coup etat exploded homeland leaving shamble stranded kennedy airport holding passport nobody recognizes quarantined transit lounge authority figure viktor simply go living court romance beautiful flight attendant
562,3131,Gangs of New York,7.1,america born street amsterdam vallon return five point america seek vengeance psychotic gangland kingpin bill butcher murdered father year earlier eager pickpocket side whole new army vallon fight way seek vengeance butcher restore peace area
563,170,28 Days Later,7.1,twenty eight day killer virus accidentally unleashed british research facility small group london survivor caught desperate struggle protect infected carried animal human virus turn infects homicidal maniac absolutely impossible contain
564,861,Total Recall,7.1,construction worker douglas quaid discovers memory chip brain virtual reality trip also find past invented conceal plot planetary domination soon mar find planted chip
565,37135,Tarzan,7.1,tarzan small orphan raised ape named kala since child believed family expedition jane porter rescued tarzan find human tarzan must make decision family belong
566,1491,The Illusionist,7.1,eye lovely aristocrat gifted illusionist named eisenheim u power win away betrothed crowned prince eisenheim scheme creates tumult within monarchy ignites suspicion dogged inspector
567,242,The Godfather: Part III,7.1,midst trying legitimize business dealing new york italy aging mafia michael corleone seek forgiveness sin taking young protege wing
568,5548,RoboCop,7.1,violent near apocalyptic detroit evil corporation omni consumer product win contract city government privatize police force test crime eradicating cyborg company lead street cop alex murphy armed confrontation crime lord boddicker use body support untested robocop prototype robocop learns company nefarious plan turn master
569,4011,Beetlejuice,7.1,thanks untimely demise via drowning young couple end poltergeist new england farmhouse fail meet challenge scaring away insufferable new owner want make drastic change desperation undead newlywed turn expert frightmeister got diabolical agenda
570,88,Dirty Dancing,7.1,expecting usual tedium accompanies summer catskills family year old france baby houseman surprised find stepping shoe professional hoofer unexpectedly falling love
571,11544,Lilo & Stitch,7.1,lonely hawaiian girl named lilo raised older sister nani parent die watch social worker cobra bubble lilo adopts funny looking dog name stitch realize new best friend wacky alien created mad scientist dr jumba
572,10112,The Aristocats,7.1,madame adelaide bonfamille leaf fortune duchess child bonfamille prize family domesticated house cat butler plot steal money kidnaps heir leaving country road seems lost wily thomas malley cat jazz playing alley cat come aristocats rescue
573,345,Eyes Wide Shut,7.1,dr bill hartford wife alice admits sexual fantasy man met bill becomes obsessed sexual encounter discovers underground sexual group attends one meeting quickly discovers head
574,1427,Perfume: The Story of a Murderer,7.1,jean baptiste grenouille born stench th century paris develops superior olfactory sense u create world finest perfume however work take dark turn try preserve scent search ultimate perfume
575,813,Airplane!,7.1,alcoholic pilot ted striker developed fear flying due wartime trauma nevertheless board passenger jet attempt woo back stewardess girlfriend food poisoning decimates passenger crew leaving striker land plane help glue sniffing air traffic controller striker vengeful former air force captain must talk
576,2832,Identity,7.1,complete stranger stranded remote desert motel raging storm soon find target deranged murderer number thin traveler begin turn try figure killer
577,6114,Dracula,7.1,dracula leaf captive jonathan harker transylvania london search mina harker spitting image dracula long dead wife elisabeta obsessed vampire hunter dr van helsing set end madness
578,37136,The Naked Gun: From the Files of Police Squad!,7.1,incompetent officer frank drebin seek ruthless killer partner stumble upon attempt assassinate queen elizabeth
579,8329,[REC],7.1,television reporter cameraman follow emergency worker dark apartment building quickly locked inside something terrifying
580,9473,"South Park: Bigger, Longer & Uncut",7.1,four boy see r rated movie featuring canadian terrance philip pronounced corrupted parent pressure united state wage war canada
581,6145,Fracture,7.1,husband trial attempted murder wife seemingly open shut case ambitious district attorney trying put away however surprise around every corner suspenseful game cat mouse played must manipulate outwit
582,881,A Few Good Men,7.1,cocky military lawyer lt daniel kaffee co counsel lt cmdr joanne galloway assigned murder case uncover hazing ritual could implicate high ranking official shady col nathan jessep
583,4538,The Darjeeling Limited,7.1,three american brother spoken year set train voyage across india plan find bond become brother like used spiritual quest however veers rapidly course due event involving counter pain killer indian cough syrup pepper spray
584,1443,The Virgin Suicides,7.1,group male friend become obsessed five mysterious sister sheltered strict religious parent
585,2756,The Abyss,7.1,civilian oil rig crew recruited conduct search rescue effort nuclear submarine mysteriously sink one diver soon find spectacular odyssey foot ocean surface confronts mysterious force power change world destroy
586,609,Poltergeist,7.1,steve freeling life wife diane three child dana robbie carol anne southern california sell house company built neighborhood start odd occurrence broken dish furniture moving around however realizes something truly evil haunt home steve call team parapsychologist led dr lesh help late
587,180863,T2 Trainspotting,7.1,year abroad mark renton return scotland reunites old friend sick boy spud begbie
588,1213,The Talented Mr. Ripley,7.1,tom ripley calculating young man belief better fake somebody real nobody opportunity knock form wealthy u shipbuilder hire tom travel italy bring back playboy son dickie ripley worm way idyllic life dickie girlfriend plunging daring scheme duplicity lie murder
589,421,The Life Aquatic with Steve Zissou,7.1,wes anderson incisive quirky comedy build star complex character like royal tenenbaums bill murray leading role ocean adventure documentary film maker zissou put imaginable life situation tough life crisis attempt make new film capturing creature caused pain
590,239563,St. Vincent,7.1,young boy whose parent divorced find unlikely friend mentor misanthropic bawdy hedonistic war veteran life next door
591,1621,Trading Places,7.1,snobbish investor wily street con artist find position reversed part bet two callous millionaire
592,9361,The Last of the Mohicans,7.1,english french soldier battle control american colony th century settler native american forced take side cora sister alice unwittingly walk trouble reluctantly saved hawkeye orphaned settler adopted last mohican
593,1262,Stranger Than Fiction,7.1,everybody know life story story life harold crick average irs agent monotonous boring repetitive one day change harold begin hear author inside head narrating life narration reveals going die harold must find author convince change ending
594,462,Erin Brockovich,7.1,twice divorced mother three see injustice take bad guy win little help push bra erin go work attorney come across medical record describing illness clustered one nearby town start investigating soon expose monumental cover
595,6978,Big Trouble in Little China,7.1,trucker jack burton agreed take friend wang chi pick fiancee airport never expected get involved supernatural battle good evil wang fiancee emerald green eye make perfect target immortal sorcerer lo pan three invincible crony lo pan must marry girl green eye regain physical form
596,84199,The First Time,7.1,dave high school senior spends time pining away girl aubrey junior artistic aspiration hot boyfriend quite understand seem care although go different school dave aubrey find party head outside get air meet casual conversation spark instant connection course weekend thing turn magical romantic complicated funny aubrey dave discover like fall love first time
597,167,K-PAX,7.1,prot patient mental hospital claim far away planet psychiatrist try help begin doubt explanation
598,147773,The Way Way Back,7.1,course summer break teenager come thanks part friendship strike one park manager
599,9388,Thank You for Smoking,7.1,chief spokesperson lobbyist nick naylor vice president academy tobacco study talented speaking spin argument defend cigarette industry difficult situation best friend polly bailey work moderation council alcohol business bobby jay bliss gun business advisory group safety frequently meet bar self entitle mod squad k merchant death disputing industry killed people nick greatest enemy vermont senator ortolan finistirre defends senate use skull crossed bone cigarette pack nick son joey naylor life mother chance know father business trip ambitious reporter heather holloway betrays nick disclosing confidence bed life turn upside nick good mortgage
600,5825,National Lampoon's Christmas Vacation,7.1,christmas time griswolds preparing family seasonal celebration thing never run smoothly clark wife ellen two kid clark continual bad luck worsened obnoxious family guest manages keep going knowing christmas bonus due soon
601,801,"Good Morning, Vietnam",7.1,radio funny man adrian cronauer sent vietnam bring little comedy back life soldier setting shop cronauer delight g shock superior officer sergeant major dickerson irreverent take war dickerson attempt censor cronauer broadcast cronauer pursues relationship vietnamese girl named trinh show horror war first hand
602,8923,Green Street Hooligans,7.1,wrongfully expelled harvard university american matt buckner flees sister home england befriended charming dangerous brother law pete dunham introduced underworld british football hooliganism matt learns stand ground friendship develops backdrop secret often violent world green street hooligan story loyalty trust sometimes brutal consequence living close edge
603,6537,The Orphanage,7.1,woman brings family back childhood home used orphanage intent reopening long son start communicate new invisible friend
604,401,Garden State,7.1,andrew return hometown funeral mother journey reconnects past friend trip coincides decision stop taking powerful antidepressant chance meeting sam girl also suffering various malady open possibility rekindling emotional attachment confronting psychologist father perhaps beginning new life
605,10139,Milk,7.1,story california first openly gay elected official harvey milk became outspoken agent change seeking equal right opportunity great love city people brought backing young old straight gay alike time prejudice violence gay openly accepted norm
606,233063,Fuck You Goethe,7.1,comedy follows ex con land position school sits spot money one earlier robbery stashed
607,13597,Labyrinth,7.1,frustrated babysitting yet another weekend night sarah teenager active imagination summons goblin favourite book labyrinth take baby stepbrother away little toby actually disappears sarah must follow world fairytale rescue goblin king
608,30497,The Texas Chain Saw Massacre,7.1,five friend visiting grandfather house country hunted terrorized chain saw wielding killer family grave robbing cannibal
609,10024,My Sister's Keeper,7.1,sara brian live idyllic life young son daughter family rocked sudden heartbreaking news force make difficult unorthodox choice order save baby girl life parent desperate decision raise ethical moral question rip away foundation relationship action ultimately set court case threatens tear family apart revealing surprising truth challenge everyone perception love loyalty give new meaning definition healing
610,473,Pi,7.1,debut film darren aronofsky mathematical genius maximilian cohen discovers link connection number reality thus belief predict future
611,623,A Fish Called Wanda,7.1,diamond advocate attempting steal collection diamond yet trouble arise realizes one diamond
612,2609,"Planes, Trains and Automobiles",7.1,man must struggle travel home thanksgiving obnoxious slob shower ring salesman companion
613,8337,They Live,7.1,nada luck construction worker discovers pair special sunglass wearing able see world really people bombarded medium government message like stay asleep imagination submit authority even scarier able see usually normal looking people fact ugly alien charge massive campaign keep human subdued
614,979,Irreversible,7.1,event course one traumatic night paris unfold reverse chronological order beautiful alex brutally raped beaten stranger underpass boyfriend ex lover take matter hand hiring two criminal help find rapist exact revenge simultaneously beautiful terrible examination destructive nature cause effect time destroys everything
615,6615,Lars and the Real Girl,7.1,sometimes find love least expect ask lars sweet quirky guy think found girl dream life sized doll named bianca lars completely content artificial girlfriend develops feeling margo attractive co worker lars find lost unique love triangle hoping somehow discover real meaning true love
616,49051,The Hobbit: An Unexpected Journey,7.0,bilbo baggins hobbit enjoying quiet life swept epic quest gandalf grey thirteen dwarf seek reclaim mountain home smaug dragon
617,102899,Ant-Man,7.0,armed astonishing ability shrink scale increase strength master thief scott lang must embrace inner hero help mentor doctor hank pym protect secret behind spectacular ant man suit new generation towering threat seemingly insurmountable obstacle pym lang must plan pull heist save world
618,10528,Sherlock Holmes,7.0,eccentric consulting detective sherlock holmes doctor john watson battle bring new nemesis unravel deadly plot could destroy england
619,198663,The Maze Runner,7.0,set post apocalyptic world young thomas deposited community boy memory erased soon learning trapped maze require join force fellow runner shot escape
620,245891,John Wick,7.0,ex lunatic john wick come med track bounder killed dog made self respect
621,58,Pirates of the Caribbean: Dead Man's Chest,7.0,captain jack sparrow work way blood debt ghostly davey jones also attempt avoid eternal damnation
622,1271,300,7.0,based frank miller graphic novel loosely based b c battle thermopylae king sparta led army advancing persian battle said inspired greece band together persian helped usher world first democracy
623,82693,Silver Linings Playbook,7.0,spending eight month mental institution former teacher move back parent try reconcile ex wife
624,93456,Despicable Me 2,7.0,gru recruited anti villain league help deal powerful new super criminal
625,102651,Maleficent,7.0,untold story disney iconic villain classic sleeping beauty beautiful pure hearted young woman maleficent idyllic life growing peaceable forest kingdom one day invading army threatens harmony land maleficent rise land fiercest protector ultimately suffers ruthless betrayal act begin turn heart stone bent revenge maleficent face epic battle invading king successor result place curse upon newborn infant aurora child grows maleficent realizes aurora hold key peace kingdom maleficent true happiness well
626,381288,Split,7.0,though kevin evidenced personality trusted psychiatrist dr fletcher remains one still submerged set materialize dominate others compelled abduct three teenage girl led willful observant casey kevin reach war survival among contained within well everyone around wall compartment shatter apart
627,61791,Rise of the Planet of the Apes,7.0,scientist rodman determined find cure alzheimer disease slowly consumed father feel certain close breakthrough test latest serum ape noticing dramatic increase intelligence brain activity primate subject especially caesar pet chimpanzee
628,58574,Sherlock Holmes: A Game of Shadows,7.0,new criminal mastermind large professor moriarty holmes intellectual equal capacity evil lack conscience may give advantage detective
629,62211,Monsters University,7.0,look relationship mike sulley day monster university necessarily best friend
630,187017,22 Jump Street,7.0,making way high school twice big change store officer schmidt jenko go deep undercover local college jenko meet kindred spirit football team schmidt infiltrates bohemian art major scene begin question partnership crack case figure mature relationship two overgrown adolescent grow freshman real men college might best thing ever happened
631,350,The Devil Wears Prada,7.0,devil wear prada young journalist move new york work fashion industry bos however extremely demanding cruel let succeed fit high class elegant look magazine really want good journalist
632,13183,Watchmen,7.0,gritty alternate glory day costumed vigilante brought close government crackdown one masked veteran brutally murdered investigation killer initiated reunited hero set prevent destruction uncover sinister plot put humanity grave danger
633,44115,127 Hours,7.0,true story mountain climber aron ralston remarkable adventure save fallen boulder crash arm trap isolated canyon utah
634,50646,"Crazy, Stupid, Love.",7.0,cal weaver living american dream good job beautiful house great child beautiful wife named emily cal seemingly perfect life unravels however learns emily unfaithful want divorce suddenly single cal adrift fickle world dating enter jacob palmer self styled player take cal wing teach hit lady
635,290250,The Nice Guys,7.0,private eye investigates apparent suicide fading porn star los angeles uncovers conspiracy
636,7326,Juno,7.0,young girl named juno get pregnant try stand soon learns lesson grown
637,44826,Hugo,7.0,hugo orphan boy living wall train station paris learned fix clock gadget father uncle put use keeping train station clock running thing left connects dead father automaton mechanical man work without special key hugo need find unlock secret belief contains adventure meet shopkeeper george melies work train station adventure seeking god daughter hugo find surprising connection father automaton discovers unlocks memory old man buried inside regarding past
638,8363,Superbad,7.0,high school best buddy facing separation anxiety prepare go college attempting score alcohol party help fake id toting friend guy evening take turn chaotic territory
639,268,Batman,7.0,dark knight gotham city begin war crime first major enemy clownishly homicidal joker seized control gotham underworld
640,363676,Sully,7.0,january world witnessed miracle hudson captain sully sullenberger glided disabled plane onto frigid water hudson river saving life aboard however even sully heralded public medium unprecedented feat aviation skill investigation unfolding threatened destroy reputation career
641,80278,The Impossible,7.0,december close knit family maria henry three son begin winter vacation thailand day christmas idyllic holiday turn incomprehensible nightmare terrifying roar rise depth sea followed wall black water devours everything path though maria family face darkest hour unexpected display kindness courage ameliorate terror
642,259693,The Conjuring 2,7.0,lorraine ed warren travel north london help single mother raising four child alone house plagued malicious spirit
643,508,Love Actually,7.0,follows seemingly unrelated people life begin intertwine fall love affection languish develop christmas draw near
644,114,Pretty Woman,7.0,millionaire wheeler dealer edward lewis enters business contract hollywood hooker vivian ward loses heart bargain charming romantic comedy edward hire vivian date week give cinderella makeover return favor mellowing hardnosed tycoon outlook poor prostitute rich capitalist live happily ever
645,13885,Sweeney Todd: The Demon Barber of Fleet Street,7.0,infamous story benjamin barker k sweeney todd set barber shop london basis sinister partnership fellow tenant mr lovett based hit broadway musical
646,788,Mrs. Doubtfire,7.0,loving irresponsible dad daniel hillard estranged exasperated spouse crushed court order allowing weekly visit kid daniel learns ex need housekeeper get job disguised english nanny soon becomes child best pal kind parent start
647,12092,Alice in Wonderland,7.0,golden afternoon young alice follows white rabbit disappears nearby rabbit hole quickly following tumble burrow enters merry topsy turvy world wonderland memorable song whimsical escapade highlight alice journey culminates madcap encounter queen heart army playing card
648,4232,Scream,7.0,killer known ghostface begin killing teenager body count begin rising one girl friend find contemplating rule horror film find living real life one
649,23168,The Town,7.0,doug macray longtime thief smarter rest crew looking chance exit game bank job lead group kidnapping attractive branch manager take role monitoring burgeoning relationship threatens unveil identity doug crew fbi agent case
650,1538,Collateral,7.0,cab driver max pick man offer drive around promise easy money sour max realizes fare assassin
651,60308,Moneyball,7.0,story oakland athletics general manager billy beane successful attempt put together baseball team budget employing computer generated analysis draft player
652,10693,Peter Pan,7.0,leaving safety nursery behind wendy michael john follow peter pan magical world childhood last forever neverland kid must face captain hook foil attempt get rid peter good
653,941,Lethal Weapon,7.0,veteran buttoned lapd detective roger murtaugh partnered unhinged cop martin riggs distraught wife death death wish take unnecessary risk criminal every turn odd couple embark first homicide investigation partner involving young woman known murtaugh tie drug prostitution ring
654,1830,Lord of War,7.0,yuri orlov globetrotting arm dealer deadliest war zone struggle stay one step ahead relentless interpol agent business rival even customer include many world notorious dictator finally must also face conscience
655,72570,The Vow,7.0,happy young married couple paige leo well happy car accident put paige life threatening coma upon awakening lost previous five year memory including beloved leo wedding confusing relationship parent ending relationship ex fiance despite complication leo endeavor win heart rebuild marriage
656,509,Notting Hill,7.0,british comedy director roger michell tell love story famous actress simple book seller london look attempt famous people personal private life ramification follow nominated three golden globe
657,40807,50/50,7.0,inspired true story comedy centered year old guy learns cancer diagnosis subsequent struggle beat disease
658,302401,Snowden,7.0,cia employee edward snowden leak thousand classified document press
659,11886,Robin Hood,7.0,king richard crusade prince john slithering minion sir hiss set taxing nottingham citizen support corrupt sheriff staunch opposition wily robin hood band merry men
660,22954,Invictus,7.0,newly elected president nelson mandela know nation remains racially economically divided wake apartheid believing bring people together universal language sport mandela rally south africa rugby team make historic run rugby world cup championship match
661,1265,Bridge to Terabithia,7.0,jesse aaron trained summer become fastest runner school upset newcomer leslie burke outruns everyone else despite difference including rich poor city girl country boy two become fast friend together create terabithia land monster troll ogre giant rule king queen
662,7350,The Bucket List,7.0,corporate billionaire edward cole working class mechanic carter chamber world apart crossroad life share hospital room discover two thing common desire spend time left everything ever wanted unrealized need come term together embark road trip lifetime becoming friend along way learning live life fullest insight humor
663,160588,Blue Jasmine,7.0,jasmine french used top heap new york socialite returning estranged sister san francisco utterly ruined jasmine struggle haunting memory privileged past bearing dark reality ignored try recover present unfortunately prof losing battle jasmine narcissistic hangups consequence begin overwhelm old pretension new deceit begin foul everyone life especially
664,103731,Mud,7.0,two teenage boy encounter fugitive make pact help escape island mississippi
665,34584,The NeverEnding Story,7.0,hiding bully school attic young boy discovers extraordinary land fantasia magical book called neverending story book tell tale atreyu young warrior help luck dragon named falkor must save fantasia destruction nothing
666,57212,War Horse,7.0,follows young man named albert horse joey bond broken joey sold cavalry sent trench world war one despite young enlist albert head france save friend
667,6023,P.S. I Love You,7.0,young widow discovers late husband left message intended help ease pain start new life
668,51828,One Day,7.0,romantic comedy centered dexter emma first meet graduation proceed keep touch regularly film follows july annually usually something together
669,7340,Carrie,7.0,carrie may ostracized shy teen ability move object mind high school crowd torment sick joke prom lash devastating deadly power
670,300671,13 Hours: The Secret Soldiers of Benghazi,7.0,american ambassador killed attack u compound libya security team struggle make sense chaos
671,228970,Wild,7.0,woman tragic past decides start new life hiking one thousand mile pacific crest trail
672,35690,The Last Song,7.0,drama centered rebellious girl sent southern beach town summer stay father mutual love music estranged duo learn reconnect
673,50348,The Lincoln Lawyer,7.0,lawyer conduct business back lincoln town car representing high profile client beverly hill
674,62215,Melancholia,7.0,two sister find already strained relationship challenged mysterious new planet threatens collide earth
675,116149,Paddington,7.0,young peruvian bear passion thing british travel london search home finding lost alone paddington station begin realize city life imagined meet kindly brown family read label around neck please look bear thank offer temporary look though luck changed rarest bear catch eye museum taxidermist
676,10501,The Road to El Dorado,7.0,failed swindle two con men end map el dorado fabled city gold unintended trip new world much surprise map lead pair mythical city startled inhabitant promptly begin worship god question take worshipful native worth bit el dorado rich
677,10948,The Fox and the Hound,7.0,feisty little fox named tod adopted farm family quickly becomes friend fun adorable hound puppy named copper life full hilarious adventure copper expected take role hunting dog object search best friend
678,10312,Patch Adams,7.0,meet patch adam doctor look act think like doctor met patch humor best medicine willing anything make patient laugh even mean risking career
679,310307,The Founder,7.0,true story ray kroc salesman illinois met mac dick mcdonald running burger operation southern california kroc impressed brother speedy system making food saw franchise potential maneuvered position able pull company brother create billion dollar empire
680,4512,The Assassination of Jesse James by the Coward Robert Ford,7.0,outlaw jesse james rumored fastest gun west eager recruit james notorious gang robert ford eventually grows jealous famed outlaw robert brother sense opportunity kill james murderous action elevates target near mythical status
681,304410,The Bélier Family,7.0,whole b lier family deaf except sixteen year old paula important translator parent day day life especially come matter concerning family farm music teacher discovers fantastic singing voice get opportunity enter big radio france contest whole family future set big change
682,68722,The Master,7.0,freddie volatile heavy drinking veteran suffers post traumatic stress disorder find semblance family stumble onto ship lancaster dodd charismatic leader new religion form world war ii
683,612,Munich,7.0,olympic game munich eleven israeli athlete taken hostage murdered palestinian terrorist group known black september retaliation israeli government recruit group mossad agent track execute responsible attack
684,1598,Cape Fear,7.0,sam bowden small town corporate attorney max cady tattooed cigar smoking bible quoting psychotic rapist common fourteen year ago sam public defender assigned max cady rape trial made serious error hid document illiterate client could gotten acquitted cagey bibliophile cady released intends teach sam bowden family thing two loss
685,199,Star Trek: First Contact,7.0,borg relentless race cyborg direct course earth violating order stay away battle captain picard crew newly commissioned u enterprise e pursue borg back time prevent invader changing federation history assimilating galaxy
686,12144,The Land Before Time,7.0,orphaned brontosaurus named littlefoot set search legendary great valley land lush vegetation dinosaur thrive live peace along way meet four young dinosaur one different specie encounter several obstacle learn work together order survive
687,978,Seven Years in Tibet,7.0,austrian mountaineer heinrich harrer journey himalaya without family head expedition world war ii break arrogant harrer fall allied force hand prisoner war escape fellow detainee make way llaso tibet meet year old dalai lama whose friendship ultimately transforms outlook life
688,243,High Fidelity,7.0,record store owner rob gordon get dumped girlfriend laura changed since met revisits top five breakup time attempt figure went wrong rob seek former lover find left keep effort win laura back
689,8470,John Q,7.0,john quincy archibald father husband whose son diagnosed enlarged heart find cannot receive transplant hmo insurance cover therefore decides take hospital full patient hostage hospital put son name donor list
690,4836,Layer Cake,7.0,seemingly straight forward drug deal go awry xxxx break die hard rule turn heat outwit old regime come top save skin
691,409,The English Patient,7.0,beginning english patient tell story count alm sy hungarian map maker employed royal geographical society chart vast expanse sahara desert along several prominent explorer world war ii unfolds alm sy enters world love betrayal politics later revealed series flashback alm sy death bed horribly burned plane crash
692,10673,Wall Street,7.0,young impatient stockbroker willing anything get top including trading illegal inside information taken ruthless greedy corporate raider take youth wing
693,11978,Men of Honor,7.0,formidable odds old school diving instructor embittered u navy new le prejudicial policy carl brashear set sight becoming navy first african american master diver uplifting true story relationship start rock fate ultimately conspires bring men together setting mutual respect triumph honor
694,9316,Ong-Bak: The Thai Warrior,7.0,head statue sacred village stolen young martial artist go big city find taking underworld retrieve
695,103332,Ruby Sparks,7.0,calvin young novelist achieved phenomenal success early career struggling writing well romantic life finally make breakthrough creates character named ruby inspires calvin find ruby flesh sitting couch week later completely flabbergasted word turned living breathing person
696,1645,A Time to Kill,7.0,young lawyer defends black man accused murdering two men raped year old daughter sparking rebirth kkk
697,860,WarGames,7.0,high school student david lightman matthew broderick talent hacking trying hack computer system play unreleased video game unwittingly tap defense department war computer initiate confrontation global proportion together girlfriend ally sheedy wizardly computer genius john wood david must race time outwit opponent prevent nuclear armageddon
698,10634,Friday,7.0,craig smokey two guy los angeles hanging porch friday afternoon smoking drinking looking something
699,9322,La Femme Nikita,7.0,beautiful felon sentenced life prison murder policeman given second chance secret political assassin controlled government
700,8963,Crimson Tide,7.0,u nuclear missile sub young first officer stage mutiny prevent trigger happy captain launching missile confirming order
701,70160,The Hunger Games,6.9,every year ruin north america nation panem force twelve district send teenage boy girl compete hunger game part twisted entertainment part government intimidation tactic hunger game nationally televised event tribute must fight one another one survivor remains pitted highly trained tribute prepared game entire life katniss forced rely upon sharp instinct well mentorship drunken former victor haymitch abernathy ever return home district katniss must make impossible choice arena weigh survival humanity life love world watching
702,37724,Skyfall,6.9,bond latest assignment go gravely wrong agent around world exposed mi attacked forcing relocate agency event cause authority position challenged gareth mallory new chairman intelligence security committee mi compromised inside left one ally trust bond take shadow aided field agent eve following trail mysterious silva whose lethal hidden motif yet reveal
703,6479,I Am Legend,6.9,robert neville scientist unable stop spread terrible virus incurable man made immune neville last human survivor left new york city perhaps world three year neville faithfully sent daily radio message desperate find survivor might alone
704,157350,Divergent,6.9,world divided faction based personality type tris learns classified divergent fit discovers plot destroy divergents tris mysterious four must find make divergents dangerous late
705,285,Pirates of the Caribbean: At World's End,6.9,captain barbossa long believed dead come back life headed edge earth turner elizabeth swann nothing quite seems
706,607,Men in Black,6.9,men black follows exploit agent kay jay member top secret organization established monitor police alien activity earth two men black find middle deadly plot intergalactic terrorist arrived earth assassinate two ambassador opposing galaxy order prevent world colliding mib must track terrorist prevent destruction earth another typical day men black
707,9502,Kung Fu Panda,6.9,valley peace threatened lazy po panda discovers destiny chosen one train become kung fu hero transforming unsleek slacker brave warrior easy master shifu furious five tigress crane mantis viper monkey give try
708,652,Troy,6.9,year b c late bronze age two emerging nation begin clash paris trojan prince convinces helen queen sparta leave husband menelaus sail back troy menelaus find wife taken trojan asks brother agamemnom help get back agamemnon see opportunity power set ship holding greek troy help achilles greek able fight never defeated trojan
709,238713,Spy,6.9,desk bound cia analyst volunteer go undercover infiltrate world deadly arm dealer prevent diabolical global disaster
710,8844,Jumanji,6.9,sibling judy peter discover enchanted board game open door magical world unwittingly invite alan adult trapped inside game year living room alan hope freedom finish game prof risky three find running giant rhinoceros evil monkey terrifying creature
711,10625,Mean Girls,6.9,cady heron hit plastic list girl clique new school make mistake falling aaron samuel ex boyfriend alpha plastic regina george
712,35,The Simpsons Movie,6.9,homer accidentally pollutes town water supply springfield encased gigantic dome epa simpson declared fugitive
713,302946,The Accountant,6.9,math savant uncooks book new client treasury department close activity body count start rise
714,1572,Die Hard: With a Vengeance,6.9,new york detective john mcclane back kicking bad guy butt third installment action packed series find teaming civilian zeus carver prevent loss innocent life mcclane thought seen genius named simon engages mcclane new partner beloved city deadly game demand concentration
